Department,ID_Customers,Customers,Customers_Name,No_Invoice,Date,Brand,Retail,Qty,Total_Sales,Year,Month
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0439,2024-02-29,Takara Tomy,94900,1,94900,2024,Feb
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0439,2024-02-29,Takara Tomy,94900,2,189800,2024,Feb
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0439,2024-02-29,Takara Tomy,94900,3,284700,2024,Feb
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0439,2024-02-29,Takara Tomy,94900,5,474500,2024,Feb
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,2,189800,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,1,94900,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,1,94900,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,2,189800,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,3,284700,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,1,94900,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,4,379600,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,3,284700,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,2,189800,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,4,379600,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,3,284700,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,1,94900,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,1,94900,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,1,94900,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,1,94900,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,1,94900,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,2,189800,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,1,94900,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,2,189800,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,1,94900,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,1,94900,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,2,189800,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,1,94900,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,3,284700,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,1,94900,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,2,189800,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,2,189800,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,2,189800,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,3,284700,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,1,94900,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,1,94900,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,2,189800,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,1,94900,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,2,189800,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,2,189800,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,2,189800,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,3,284700,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,3,284700,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,2,189800,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,5,474500,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,1,94900,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,1,94900,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,2,189800,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,1,94900,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,2,189800,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,1,94900,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,1,94900,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,2,189800,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,1,94900,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,2,189800,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,6,569400,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,1,94900,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,2,189800,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,2,189800,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,1,94900,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,1,94900,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,1,94900,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,1,94900,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,2,189800,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,4,379600,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,2,189800,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,4,379600,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,3,284700,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,1,94900,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,2,189800,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,1,94900,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,3,284700,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,1,94900,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,1,94900,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,2,189800,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,1,94900,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,1,94900,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,1,94900,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,1,94900,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,3,284700,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,2,189800,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,3,284700,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,2,189800,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,1,94900,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,1,94900,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,1,94900,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,1,94900,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,2,189800,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,1,94900,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,2,189800,2024,Mar
MMC,AEON-01,AEON,PT. AEON Indonesia - [AEON-01] Mall BSD City,INVM24-0557,2024-03-31,Takara Tomy,94900,1,94900,2024,Mar
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,2,189800,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,1,94900,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,1,94900,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,1,94900,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,1,94900,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,1,94900,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,1,94900,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,1,94900,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,1,94900,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,1,94900,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,2,189800,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,1,94900,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,1,94900,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,1,94900,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,2,189800,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,4,379600,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,1,94900,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,3,284700,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,1,94900,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,2,189800,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,1,94900,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,2,189800,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,2,189800,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,2,189800,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,2,189800,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,3,284700,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,2,189800,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,1,94900,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,1,94900,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,1,94900,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,1,94900,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,3,284700,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,2,189800,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,1,94900,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,1,94900,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,1,94900,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,1,94900,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,1,94900,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,2,189800,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,1,94900,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,1,94900,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,1,94900,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,1,94900,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,1,94900,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,1,94900,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,2,189800,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0003,2024-01-31,Takara Tomy,94900,1,94900,2024,Jan
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0441,2024-02-29,Takara Tomy,94900,1,94900,2024,Feb
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0441,2024-02-29,Takara Tomy,94900,2,189800,2024,Feb
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0441,2024-02-29,Takara Tomy,94900,1,94900,2024,Feb
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0441,2024-02-29,Takara Tomy,94900,1,94900,2024,Feb
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0441,2024-02-29,Takara Tomy,94900,1,94900,2024,Feb
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0441,2024-02-29,Takara Tomy,94900,2,189800,2024,Feb
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0441,2024-02-29,Takara Tomy,94900,1,94900,2024,Feb
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0441,2024-02-29,Takara Tomy,94900,1,94900,2024,Feb
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0441,2024-02-29,Takara Tomy,94900,1,94900,2024,Feb
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0441,2024-02-29,Takara Tomy,94900,1,94900,2024,Feb
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0441,2024-02-29,Takara Tomy,94900,1,94900,2024,Feb
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0441,2024-02-29,Takara Tomy,94900,1,94900,2024,Feb
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0441,2024-02-29,Takara Tomy,94900,3,284700,2024,Feb
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0441,2024-02-29,Takara Tomy,94900,1,94900,2024,Feb
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0441,2024-02-29,Takara Tomy,94900,1,94900,2024,Feb
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0441,2024-02-29,Takara Tomy,94900,2,189800,2024,Feb
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0441,2024-02-29,Takara Tomy,94900,2,189800,2024,Feb
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0441,2024-02-29,Takara Tomy,94900,1,94900,2024,Feb
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0441,2024-02-29,Takara Tomy,94900,1,94900,2024,Feb
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0441,2024-02-29,Takara Tomy,94900,1,94900,2024,Feb
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0441,2024-02-29,Takara Tomy,94900,2,189800,2024,Feb
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0441,2024-02-29,Takara Tomy,94900,2,189800,2024,Feb
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0441,2024-02-29,Takara Tomy,94900,1,94900,2024,Feb
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0441,2024-02-29,Takara Tomy,94900,1,94900,2024,Feb
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0441,2024-02-29,Takara Tomy,94900,2,189800,2024,Feb
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0441,2024-02-29,Takara Tomy,94900,2,189800,2024,Feb
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0441,2024-02-29,Takara Tomy,94900,3,284700,2024,Feb
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0441,2024-02-29,Takara Tomy,94900,2,189800,2024,Feb
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0441,2024-02-29,Takara Tomy,94900,1,94900,2024,Feb
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0441,2024-02-29,Takara Tomy,94900,1,94900,2024,Feb
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0441,2024-02-29,Takara Tomy,94900,1,94900,2024,Feb
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0441,2024-02-29,Takara Tomy,94900,2,189800,2024,Feb
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0441,2024-02-29,Takara Tomy,94900,1,94900,2024,Feb
MMC,AEON-02,AEON,PT. AEON Indonesia - [AEON-02] Mall Jakarta Garden City,INVM24-0441,2024-02-29,Takara Tomy,94900,2,189800,2024,Feb
